quality_id,farm_id,product_id,check_date,location,status,remarks
423,585,1461,2021-01-19,585.0,Conditional Pass,Freshness level acceptable
424,291,1183,2024-10-23,291.0,Pending Review,Color and appearance good
425,1980,602,2024-09-15,1980.0,Failed,Temperature control maintained
426,1576,989,2021-06-06,1576.0,Passed,Requires further inspection
427,1422,1705,2024-08-04,1422.0,Conditional Pass,Freshness level acceptable
428,236,1919,2021-07-01,236.0,Conditional Pass,Color and appearance good
429,1379,1647,2022-12-29,1379.0,Pending Review,Excellent quality
430,1943,1828,2024-03-21,1943.0,Passed,Product quality meets standards
431,674,130,2024-11-30,674.0,Passed,Standard grade quality
432,270,1464,2020-08-16,270.0,Rejected,Minor defects detected
433,1520,990,2023-02-08,1520.0,Pending Review,Color and appearance good
434,1859,521,2023-03-17,1859.0,Failed,Meets organic certification standards
435,1280,1383,2023-10-13,1280.0,Pending Review,Standard grade quality
436,1508,1040,2021-10-23,1508.0,Rejected,Requires further inspection
437,1305,784,2021-06-08,1305.0,Rejected,Excellent quality
438,1805,1541,2024-10-03,1805.0,Pending Review,Premium grade quality
439,981,1775,2023-03-08,981.0,Passed,Premium grade quality
440,876,1011,2023-09-10,876.0,Rejected,Packaging integrity maintained
441,1488,499,2021-07-19,1488.0,Passed,Standard grade quality
442,1551,1823,2021-10-30,1551.0,Pending Review,Product quality meets standards
443,1744,1863,2023-05-01,1744.0,Conditional Pass,Color and appearance good
444,1245,659,2023-07-05,1245.0,Rejected,Packaging integrity maintained
445,101,1721,2023-05-16,101.0,Rejected,Temperature control maintained
446,332,1130,2022-08-29,332.0,Pending Review,Product quality meets standards
447,1986,15,2021-11-18,1986.0,Pending Review,Product quality meets standards
448,947,1686,2022-05-14,947.0,Conditional Pass,Requires further inspection
449,1836,1737,2022-09-08,1836.0,Pending Review,Meets organic certification standards
450,1714,756,2022-04-15,1714.0,Passed,Standard grade quality
451,621,531,2023-10-26,621.0,Failed,Some spoilage detected
452,486,1958,2022-02-12,486.0,Passed,Premium grade quality
453,1567,1696,2024-06-09,1567.0,Pending Review,Temperature control maintained
454,1054,430,2024-12-13,1054.0,Passed,Packaging integrity maintained
455,1191,34,2021-08-25,1191.0,Failed,Excellent quality
456,1934,24,2024-11-29,1934.0,Conditional Pass,Premium grade quality
457,666,200,2021-11-15,666.0,Pending Review,Excellent quality
458,1666,1516,2021-10-13,1666.0,Conditional Pass,Some spoilage detected
459,20,1186,2023-04-24,20.0,Conditional Pass,Premium grade quality
460,1860,284,2023-10-06,1860.0,Passed,Packaging integrity maintained
461,1436,1734,2021-04-25,1436.0,Pending Review,Premium grade quality
462,279,436,2022-03-25,279.0,Conditional Pass,Size and weight within specifications
463,727,1918,2022-12-03,727.0,Failed,Below acceptable threshold
464,954,1409,2020-02-02,954.0,Passed,Below acceptable threshold
465,959,540,2023-09-29,959.0,Conditional Pass,Some spoilage detected
466,945,784,2022-07-01,945.0,Pending Review,Premium grade quality
467,364,1641,2021-09-29,364.0,Pending Review,Temperature control maintained
468,1119,280,2021-12-16,1119.0,Failed,Temperature control maintained
469,1460,1686,2023-11-15,1460.0,Passed,Temperature control maintained
470,551,28,2022-05-17,551.0,Pending Review,Below acceptable threshold
471,1902,42,2021-04-09,1902.0,Passed,Packaging integrity maintained
472,1594,1667,2021-04-07,1594.0,Passed,Temperature control maintained
473,1826,378,2020-09-08,1826.0,Failed,Premium grade quality
474,1968,1880,2020-04-09,1968.0,Conditional Pass,Temperature control maintained
475,533,1652,2020-06-28,533.0,Conditional Pass,Excellent quality
476,1655,221,2021-02-06,1655.0,Passed,Texture and firmness acceptable
477,840,898,2024-10-12,840.0,Passed,Standard grade quality
478,1517,1826,2023-03-21,1517.0,Pending Review,Packaging integrity maintained
479,1677,457,2024-05-21,1677.0,Rejected,Size and weight within specifications
480,1727,52,2024-06-23,1727.0,Failed,Packaging integrity maintained
481,621,506,2024-03-26,621.0,Failed,Excellent quality
482,903,1446,2024-11-22,903.0,Failed,Temperature control maintained
483,1909,951,2024-03-16,1909.0,Conditional Pass,Requires further inspection
484,1409,212,2022-02-20,1409.0,Rejected,Some spoilage detected
485,28,196,2023-03-22,28.0,Passed,Product quality meets standards
486,1599,387,2021-10-07,1599.0,Rejected,Meets organic certification standards
487,1963,469,2023-09-29,1963.0,Passed,Color and appearance good
488,670,1699,2024-12-21,670.0,Rejected,Product quality meets standards
489,1512,1593,2023-08-20,1512.0,Failed,Requires further inspection
490,126,1240,2021-09-22,126.0,Pending Review,Freshness level acceptable
491,1767,832,2021-11-07,1767.0,Failed,Requires further inspection
492,848,362,2022-03-11,848.0,Failed,Some spoilage detected
493,448,1894,2023-04-02,448.0,Conditional Pass,Packaging integrity maintained
494,1160,748,2024-05-21,1160.0,Conditional Pass,Excellent quality
495,1323,760,2024-07-16,1323.0,Failed,Meets organic certification standards
496,1127,1199,2024-03-21,1127.0,Passed,Temperature control maintained
497,578,1172,2023-10-01,578.0,Failed,Freshness level acceptable
498,701,345,2020-03-03,701.0,Passed,Meets organic certification standards
499,1723,1833,2021-08-28,1723.0,Rejected,Minor defects detected
500,838,1601,2023-10-09,838.0,Passed,Packaging integrity maintained
501,53,715,2021-04-06,53.0,Passed,Color and appearance good
502,274,1588,2021-06-25,274.0,Failed,Meets organic certification standards
503,280,1919,2020-05-06,280.0,Pending Review,Packaging integrity maintained
504,490,1783,2022-11-25,490.0,Passed,Meets organic certification standards
505,1908,286,2020-02-17,1908.0,Rejected,Requires further inspection
506,872,504,2023-11-22,872.0,Conditional Pass,Size and weight within specifications
507,1467,1359,2021-11-14,1467.0,Conditional Pass,Temperature control maintained
508,92,27,2021-12-12,92.0,Passed,Packaging integrity maintained
509,1137,1514,2023-08-19,1137.0,Pending Review,Freshness level acceptable
510,966,20,2022-12-13,966.0,Rejected,Texture and firmness acceptable
511,1005,209,2021-11-21,1005.0,Pending Review,Excellent quality
512,359,1276,2021-07-09,359.0,Rejected,Meets organic certification standards
513,698,1457,2023-05-11,698.0,Failed,Temperature control maintained
514,329,1046,2020-12-02,329.0,Failed,Texture and firmness acceptable
515,1439,452,2023-10-25,1439.0,Conditional Pass,Texture and firmness acceptable
516,1976,1723,2021-06-18,1976.0,Conditional Pass,Color and appearance good
517,179,1167,2023-10-25,179.0,Passed,Excellent quality
518,219,1024,2023-02-21,219.0,Passed,Freshness level acceptable
519,1586,943,2023-08-25,1586.0,Pending Review,Below acceptable threshold
520,85,731,2024-05-22,85.0,Failed,Product quality meets standards
521,1958,1321,2022-09-02,1958.0,Pending Review,Size and weight within specifications
522,1760,754,2024-09-19,1760.0,Pending Review,Premium grade quality
523,832,1807,2021-04-08,832.0,Conditional Pass,Packaging integrity maintained
524,1138,339,2022-11-08,1138.0,Failed,Size and weight within specifications
525,916,769,2024-02-20,916.0,Pending Review,Below acceptable threshold
526,973,1787,2021-07-23,973.0,Failed,Minor defects detected
527,181,900,2020-12-25,181.0,Pending Review,Requires further inspection
528,431,795,2021-02-21,431.0,Failed,Product quality meets standards
529,1048,1742,2023-07-12,1048.0,Failed,Requires further inspection
530,1197,986,2020-01-09,1197.0,Passed,Product quality meets standards
531,280,748,2024-09-12,280.0,Failed,Requires further inspection
532,1669,251,2024-07-12,1669.0,Passed,Excellent quality
533,569,439,2022-05-13,569.0,Passed,Below acceptable threshold
534,1496,975,2021-09-21,1496.0,Conditional Pass,Product quality meets standards
535,706,1791,2023-04-28,706.0,Pending Review,Below acceptable threshold
536,245,1454,2024-04-21,245.0,Passed,Excellent quality
537,947,108,2020-01-10,947.0,Passed,Temperature control maintained
538,1397,826,2024-03-24,1397.0,Failed,Freshness level acceptable
539,963,1723,2024-07-28,963.0,Pending Review,Premium grade quality
540,613,758,2020-04-28,613.0,Failed,Packaging integrity maintained
541,863,1379,2024-12-02,863.0,Pending Review,Meets organic certification standards
542,60,1377,2021-07-31,60.0,Conditional Pass,Standard grade quality
543,534,1992,2024-02-13,534.0,Rejected,Below acceptable threshold
544,950,728,2021-06-24,950.0,Failed,Minor defects detected
545,955,600,2024-03-22,955.0,Conditional Pass,Below acceptable threshold
546,244,1521,2020-01-02,244.0,Rejected,Temperature control maintained
547,1809,295,2020-07-23,1809.0,Passed,Excellent quality
548,578,1356,2024-08-27,578.0,Rejected,Below acceptable threshold
549,1077,947,2024-04-14,1077.0,Passed,Requires further inspection
550,316,1471,2020-01-30,316.0,Passed,Excellent quality
551,1450,321,2020-05-03,1450.0,Rejected,Requires further inspection
552,1433,1803,2023-01-19,1433.0,Pending Review,Texture and firmness acceptable
553,1648,111,2021-01-24,1648.0,Conditional Pass,Premium grade quality
554,645,470,2021-01-30,645.0,Conditional Pass,Premium grade quality
555,720,347,2021-01-31,720.0,Conditional Pass,Minor defects detected
556,991,1554,2023-05-22,991.0,Failed,Texture and firmness acceptable
557,1569,1375,2024-12-25,1569.0,Pending Review,Some spoilage detected
558,716,1195,2022-12-11,716.0,Rejected,Premium grade quality
559,538,1817,2021-10-08,538.0,Conditional Pass,Texture and firmness acceptable
560,1893,1732,2023-11-25,1893.0,Failed,Temperature control maintained
561,591,174,2020-02-09,591.0,Conditional Pass,Product quality meets standards
562,1259,139,2022-10-27,1259.0,Failed,Below acceptable threshold
563,1424,1928,2024-05-30,1424.0,Conditional Pass,Temperature control maintained
564,252,802,2022-01-28,252.0,Passed,Requires further inspection
565,1975,1082,2022-10-02,1975.0,Passed,Minor defects detected
566,1615,1037,2022-11-06,1615.0,Failed,Meets organic certification standards
567,1007,135,2021-05-27,1007.0,Conditional Pass,Product quality meets standards
568,1972,442,2021-05-26,1972.0,Rejected,Color and appearance good
569,312,645,2020-04-22,312.0,Rejected,Product quality meets standards
570,94,618,2020-04-02,94.0,Rejected,Standard grade quality
571,1277,1664,2020-08-11,1277.0,Conditional Pass,Meets organic certification standards
572,993,1367,2021-01-24,993.0,Pending Review,Texture and firmness acceptable
573,1613,589,2024-07-24,1613.0,Pending Review,Size and weight within specifications
574,1737,895,2021-11-29,1737.0,Conditional Pass,Premium grade quality
575,116,1558,2023-05-20,116.0,Rejected,Temperature control maintained
576,1917,824,2024-09-21,1917.0,Pending Review,Freshness level acceptable
577,1163,994,2020-08-04,1163.0,Pending Review,Some spoilage detected
578,339,1853,2021-12-07,339.0,Passed,Texture and firmness acceptable
579,473,1835,2021-01-28,473.0,Conditional Pass,Excellent quality
580,1348,1636,2022-02-01,1348.0,Failed,Texture and firmness acceptable
581,142,274,2024-01-03,142.0,Conditional Pass,Texture and firmness acceptable
582,1013,209,2021-10-27,1013.0,Conditional Pass,Some spoilage detected
583,1362,1142,2023-05-21,1362.0,Failed,Freshness level acceptable
584,1564,1145,2020-06-28,1564.0,Conditional Pass,Color and appearance good
585,1809,1311,2023-12-04,1809.0,Failed,Packaging integrity maintained
586,989,759,2024-09-12,989.0,Failed,Standard grade quality
587,61,1200,2023-02-24,61.0,Passed,Freshness level acceptable
588,929,1685,2023-05-03,929.0,Rejected,Below acceptable threshold
589,897,1625,2024-03-17,897.0,Failed,Requires further inspection
590,47,756,2022-02-03,47.0,Conditional Pass,Freshness level acceptable
591,827,1848,2020-04-06,827.0,Passed,Product quality meets standards
592,552,1918,2023-07-13,552.0,Conditional Pass,Standard grade quality
593,1640,611,2022-04-30,1640.0,Conditional Pass,Product quality meets standards
594,880,692,2022-06-27,880.0,Conditional Pass,Temperature control maintained
595,922,449,2024-04-26,922.0,Failed,Meets organic certification standards
596,370,1348,2024-03-25,370.0,Failed,Texture and firmness acceptable
597,419,1799,2023-01-27,419.0,Passed,Premium grade quality
598,742,1281,2024-10-07,742.0,Failed,Color and appearance good
599,1338,1073,2022-01-06,1338.0,Passed,Size and weight within specifications
600,1353,818,2023-10-05,1353.0,Conditional Pass,Packaging integrity maintained
601,722,770,2024-06-05,722.0,Failed,Freshness level acceptable
602,84,1596,2023-02-03,84.0,Passed,Requires further inspection
603,424,1516,2024-03-19,424.0,Failed,Texture and firmness acceptable
604,761,1892,2021-10-07,761.0,Conditional Pass,Product quality meets standards
605,1716,834,2023-08-05,1716.0,Pending Review,Minor defects detected
606,340,1521,2024-08-26,340.0,Conditional Pass,Freshness level acceptable
607,775,445,2024-11-14,775.0,Pending Review,Size and weight within specifications
608,618,1439,2023-01-27,618.0,Failed,Packaging integrity maintained
609,374,1386,2022-01-02,374.0,Passed,Packaging integrity maintained
610,1477,844,2022-07-27,1477.0,Failed,Premium grade quality
611,1284,828,2024-08-09,1284.0,Pending Review,Color and appearance good
612,1114,227,2022-08-04,1114.0,Failed,Meets organic certification standards
613,1877,328,2023-04-11,1877.0,Pending Review,Minor defects detected
614,1489,1192,2020-08-01,1489.0,Passed,Premium grade quality
615,7,211,2021-10-26,7.0,Passed,Premium grade quality
616,697,161,2024-09-26,697.0,Pending Review,Size and weight within specifications
617,1508,1947,2022-06-04,1508.0,Failed,Requires further inspection
618,1915,1447,2022-08-18,1915.0,Passed,Freshness level acceptable
619,1628,663,2024-06-06,1628.0,Passed,Excellent quality
620,1319,1802,2024-08-21,1319.0,Failed,Temperature control maintained
621,569,390,2022-11-02,569.0,Pending Review,Below acceptable threshold
622,1245,1827,2021-06-06,1245.0,Pending Review,Packaging integrity maintained
623,745,1195,2024-10-15,745.0,Conditional Pass,Below acceptable threshold
624,954,1781,2020-10-15,954.0,Failed,Packaging integrity maintained
625,651,1371,2023-12-26,651.0,Passed,Product quality meets standards
626,1796,1927,2021-08-29,1796.0,Pending Review,Color and appearance good
627,445,1738,2023-03-17,445.0,Conditional Pass,Size and weight within specifications
628,1839,828,2023-04-09,1839.0,Passed,Size and weight within specifications
629,769,1348,2024-06-27,769.0,Passed,Temperature control maintained
630,1,572,2021-10-09,1.0,Failed,Texture and firmness acceptable
631,1133,1953,2024-07-25,1133.0,Passed,Minor defects detected
632,1527,703,2020-06-17,1527.0,Conditional Pass,Premium grade quality
633,738,1051,2023-12-17,738.0,Rejected,Requires further inspection
634,1984,139,2021-12-04,1984.0,Conditional Pass,Freshness level acceptable
635,45,897,2022-04-08,45.0,Passed,Size and weight within specifications
636,1813,1779,2024-05-10,1813.0,Pending Review,Standard grade quality
637,490,827,2020-09-23,490.0,Pending Review,Below acceptable threshold
638,514,811,2022-03-30,514.0,Pending Review,Requires further inspection
639,1611,581,2020-01-20,1611.0,Conditional Pass,Some spoilage detected
640,1774,1736,2023-03-29,1774.0,Pending Review,Meets organic certification standards
641,459,1562,2020-07-15,459.0,Pending Review,Requires further inspection
642,1012,1881,2021-09-28,1012.0,Passed,Freshness level acceptable
643,456,1958,2024-06-25,456.0,Passed,Texture and firmness acceptable
644,1007,551,2023-05-13,1007.0,Pending Review,Temperature control maintained
645,1950,1068,2023-03-07,1950.0,Rejected,Standard grade quality
646,1924,406,2023-01-07,1924.0,Passed,Some spoilage detected
647,26,288,2021-11-20,26.0,Rejected,Standard grade quality
648,1360,1564,2020-03-24,1360.0,Passed,Minor defects detected
649,1145,548,2020-07-27,1145.0,Conditional Pass,Requires further inspection
650,1276,1000,2020-07-24,1276.0,Passed,Product quality meets standards
651,1600,1615,2023-06-13,1600.0,Passed,Meets organic certification standards
652,1414,1423,2020-12-20,1414.0,Conditional Pass,Freshness level acceptable
653,903,203,2024-02-21,903.0,Failed,Minor defects detected
654,1900,1198,2022-02-14,1900.0,Pending Review,Premium grade quality
655,318,799,2022-08-14,318.0,Passed,Requires further inspection
656,1748,1064,2023-04-14,1748.0,Passed,Below acceptable threshold
657,275,925,2024-12-08,275.0,Pending Review,Standard grade quality
658,359,545,2020-05-31,359.0,Failed,Excellent quality
659,232,1991,2021-12-17,232.0,Passed,Texture and firmness acceptable
660,860,751,2021-09-21,860.0,Passed,Product quality meets standards
661,903,764,2024-05-10,903.0,Pending Review,Color and appearance good
662,288,1989,2022-08-28,288.0,Conditional Pass,Color and appearance good
663,939,1580,2020-01-11,939.0,Conditional Pass,Premium grade quality
664,402,1893,2023-09-02,402.0,Conditional Pass,Below acceptable threshold
665,210,271,2021-08-18,210.0,Passed,Temperature control maintained
666,186,1619,2022-01-24,186.0,Failed,Premium grade quality
667,202,491,2024-08-25,202.0,Failed,Size and weight within specifications
668,209,1268,2022-08-12,209.0,Conditional Pass,Texture and firmness acceptable
669,1189,1836,2020-08-19,1189.0,Rejected,Size and weight within specifications
670,1766,473,2022-05-10,1766.0,Passed,Temperature control maintained
671,1525,1588,2024-12-02,1525.0,Passed,Packaging integrity maintained
672,1486,1535,2022-08-20,1486.0,Rejected,Meets organic certification standards
673,1949,1716,2023-09-09,1949.0,Passed,Size and weight within specifications
674,1245,1027,2020-09-22,1245.0,Passed,Texture and firmness acceptable
675,50,1939,2022-06-27,50.0,Failed,Meets organic certification standards
676,1357,1326,2021-02-23,1357.0,Conditional Pass,Below acceptable threshold
677,718,318,2023-11-19,718.0,Conditional Pass,Product quality meets standards
678,1142,1632,2022-05-22,1142.0,Rejected,Temperature control maintained
679,228,224,2023-05-22,228.0,Rejected,Standard grade quality
680,1947,356,2023-10-26,1947.0,Rejected,Some spoilage detected
681,598,1479,2024-07-28,598.0,Pending Review,Temperature control maintained
682,499,685,2022-11-11,499.0,Passed,Minor defects detected
683,1230,1299,2021-07-19,1230.0,Pending Review,Requires further inspection
684,350,680,2024-07-13,350.0,Rejected,Excellent quality
685,1428,154,2023-09-18,1428.0,Pending Review,Texture and firmness acceptable
686,747,1691,2022-02-17,747.0,Failed,Size and weight within specifications
687,827,646,2023-10-05,827.0,Failed,Below acceptable threshold
688,1297,1078,2022-12-03,1297.0,Failed,Premium grade quality
689,1314,1252,2020-02-18,1314.0,Conditional Pass,Premium grade quality
690,1462,1626,2021-05-26,1462.0,Pending Review,Color and appearance good
691,456,1827,2021-05-21,456.0,Passed,Premium grade quality
692,1814,396,2024-12-29,1814.0,Pending Review,Some spoilage detected
693,688,30,2024-03-09,688.0,Rejected,Meets organic certification standards
694,1512,1653,2024-02-21,1512.0,Passed,Standard grade quality
695,811,120,2021-08-09,811.0,Failed,Product quality meets standards
696,691,365,2024-11-23,691.0,Passed,Meets organic certification standards
697,980,736,2024-03-24,980.0,Pending Review,Packaging integrity maintained
698,1214,1940,2023-12-07,1214.0,Rejected,Meets organic certification standards
699,1492,1826,2020-01-24,1492.0,Failed,Freshness level acceptable
700,1956,590,2024-09-08,1956.0,Pending Review,Color and appearance good
701,1777,1229,2020-03-06,1777.0,Rejected,Product quality meets standards
702,1471,964,2021-11-08,1471.0,Failed,Temperature control maintained
703,647,1767,2024-05-15,647.0,Conditional Pass,Freshness level acceptable
704,227,1880,2023-07-22,227.0,Rejected,Standard grade quality
705,380,1824,2024-06-25,380.0,Passed,Some spoilage detected
706,1590,278,2021-02-25,1590.0,Conditional Pass,Below acceptable threshold
707,1969,1059,2024-06-05,1969.0,Pending Review,Size and weight within specifications
708,178,1146,2020-04-10,178.0,Failed,Standard grade quality
709,643,599,2023-12-06,643.0,Passed,Texture and firmness acceptable
710,135,37,2021-02-01,135.0,Conditional Pass,Premium grade quality
711,56,651,2024-02-13,56.0,Passed,Freshness level acceptable
712,1841,688,2020-10-24,1841.0,Rejected,Texture and firmness acceptable
713,567,894,2024-12-09,567.0,Failed,Some spoilage detected
714,69,941,2023-12-18,69.0,Pending Review,Temperature control maintained
715,1377,217,2021-05-20,1377.0,Pending Review,Minor defects detected
716,158,1693,2023-07-01,158.0,Failed,Some spoilage detected
717,1804,561,2024-12-30,1804.0,Passed,Premium grade quality
718,1639,1194,2024-06-28,1639.0,Failed,Color and appearance good
719,408,1596,2024-09-04,408.0,Conditional Pass,Freshness level acceptable
720,517,526,2024-12-22,517.0,Passed,Packaging integrity maintained
721,1138,964,2022-06-13,1138.0,Rejected,Requires further inspection
722,1608,1616,2021-08-12,1608.0,Rejected,Size and weight within specifications
723,1796,502,2024-11-05,1796.0,Conditional Pass,Meets organic certification standards
724,811,332,2020-11-27,811.0,Pending Review,Some spoilage detected
725,1982,1165,2023-05-11,1982.0,Pending Review,Texture and firmness acceptable
726,1189,1360,2020-03-09,1189.0,Pending Review,Minor defects detected
727,79,1300,2023-04-19,79.0,Conditional Pass,Packaging integrity maintained
728,962,376,2021-02-05,962.0,Rejected,Some spoilage detected
729,435,1484,2022-11-03,435.0,Passed,Color and appearance good
730,660,761,2024-08-16,660.0,Rejected,Size and weight within specifications
731,1400,970,2022-05-03,1400.0,Conditional Pass,Packaging integrity maintained
732,1352,731,2021-03-23,1352.0,Failed,Standard grade quality
733,1415,369,2020-03-19,1415.0,Failed,Product quality meets standards
734,91,872,2022-07-01,91.0,Failed,Size and weight within specifications
735,1609,683,2020-05-02,1609.0,Rejected,Packaging integrity maintained
736,330,1186,2021-11-05,330.0,Failed,Premium grade quality
737,739,1112,2020-06-03,739.0,Rejected,Premium grade quality
738,327,989,2021-07-01,327.0,Passed,Product quality meets standards
739,1494,916,2024-09-27,1494.0,Failed,Size and weight within specifications
740,1987,1698,2022-08-23,1987.0,Failed,Product quality meets standards
741,658,1687,2022-04-27,658.0,Rejected,Freshness level acceptable
742,713,924,2020-03-09,713.0,Pending Review,Packaging integrity maintained
743,1322,1327,2021-12-08,1322.0,Conditional Pass,Texture and firmness acceptable
744,1644,1749,2024-04-22,1644.0,Passed,Below acceptable threshold
745,704,635,2023-10-30,704.0,Pending Review,Meets organic certification standards
746,1466,789,2023-06-06,1466.0,Failed,Color and appearance good
747,952,228,2022-08-12,952.0,Rejected,Size and weight within specifications
748,529,130,2024-12-18,529.0,Failed,Below acceptable threshold
749,892,443,2021-02-19,892.0,Failed,Freshness level acceptable
750,1235,1587,2021-12-27,1235.0,Passed,Color and appearance good
751,1052,1585,2020-03-27,1052.0,Passed,Product quality meets standards
752,287,446,2024-11-13,287.0,Conditional Pass,Excellent quality
753,1195,843,2022-03-04,1195.0,Pending Review,Temperature control maintained
754,182,1627,2024-02-17,182.0,Passed,Below acceptable threshold
755,62,17,2021-07-17,62.0,Conditional Pass,Excellent quality
756,237,1065,2020-10-16,237.0,Conditional Pass,Excellent quality
757,1894,1852,2022-10-11,1894.0,Conditional Pass,Minor defects detected
758,262,549,2021-11-01,262.0,Pending Review,Some spoilage detected
759,1676,1550,2021-12-08,1676.0,Conditional Pass,Freshness level acceptable
760,1445,791,2020-07-24,1445.0,Rejected,Minor defects detected
761,1551,1611,2022-04-17,1551.0,Passed,Freshness level acceptable
762,1793,754,2023-08-11,1793.0,Pending Review,Texture and firmness acceptable
763,583,733,2022-12-27,583.0,Failed,Requires further inspection
764,543,1899,2023-09-09,543.0,Failed,Premium grade quality
765,654,73,2020-11-12,654.0,Failed,Packaging integrity maintained
766,944,431,2021-10-25,944.0,Rejected,Size and weight within specifications
767,852,807,2022-08-22,852.0,Passed,Below acceptable threshold
768,1966,1552,2024-07-11,1966.0,Pending Review,Requires further inspection
769,1359,165,2021-04-15,1359.0,Pending Review,Some spoilage detected
770,1065,917,2022-03-05,1065.0,Passed,Texture and firmness acceptable
771,1408,302,2023-03-22,1408.0,Pending Review,Packaging integrity maintained
772,1709,471,2021-12-17,1709.0,Rejected,Below acceptable threshold
773,327,1437,2020-06-06,327.0,Pending Review,Temperature control maintained
774,472,1484,2020-01-20,472.0,Pending Review,Freshness level acceptable
775,1787,616,2023-02-17,1787.0,Failed,Excellent quality
776,1993,1045,2022-09-26,1993.0,Conditional Pass,Meets organic certification standards
777,978,1011,2023-07-10,978.0,Failed,Packaging integrity maintained
778,976,167,2023-03-09,976.0,Conditional Pass,Size and weight within specifications
779,1419,1301,2024-02-29,1419.0,Conditional Pass,Requires further inspection
780,547,1122,2024-01-25,547.0,Conditional Pass,Standard grade quality
781,1177,844,2021-10-15,1177.0,Passed,Requires further inspection
782,1840,130,2021-05-05,1840.0,Rejected,Requires further inspection
783,263,246,2021-09-12,263.0,Passed,Some spoilage detected
784,1946,1893,2021-05-03,1946.0,Failed,Minor defects detected
785,468,1101,2023-10-05,468.0,Pending Review,Excellent quality
786,1125,1780,2024-11-08,1125.0,Conditional Pass,Packaging integrity maintained
787,1193,1166,2021-01-24,1193.0,Rejected,Premium grade quality
788,13,1684,2020-09-13,13.0,Failed,Texture and firmness acceptable
789,929,1115,2024-08-08,929.0,Rejected,Packaging integrity maintained
790,1782,1208,2022-08-11,1782.0,Pending Review,Minor defects detected
791,1940,667,2021-09-14,1940.0,Pending Review,Excellent quality
792,1099,1926,2023-09-26,1099.0,Pending Review,Standard grade quality
793,1813,1530,2020-03-14,1813.0,Conditional Pass,Color and appearance good
794,1682,871,2024-02-28,1682.0,Failed,Freshness level acceptable
795,57,1864,2024-09-03,57.0,Failed,Premium grade quality
796,880,484,2024-01-28,880.0,Pending Review,Some spoilage detected
797,52,63,2023-01-07,52.0,Pending Review,Temperature control maintained
798,1740,105,2021-08-22,1740.0,Conditional Pass,Premium grade quality
799,1991,1870,2020-03-19,1991.0,Failed,Temperature control maintained
800,1635,766,2024-05-09,1635.0,Pending Review,Temperature control maintained
801,1579,485,2021-09-14,1579.0,Rejected,Premium grade quality
802,1332,1671,2024-02-10,1332.0,Passed,Some spoilage detected
803,781,423,2023-11-05,781.0,Failed,Some spoilage detected
804,1896,1986,2024-05-03,1896.0,Conditional Pass,Color and appearance good
805,495,807,2024-06-21,495.0,Passed,Size and weight within specifications
806,906,525,2022-02-02,906.0,Pending Review,Premium grade quality
807,1422,1967,2021-06-14,1422.0,Pending Review,Color and appearance good
808,341,1230,2024-08-10,341.0,Failed,Temperature control maintained
809,1585,141,2024-11-06,1585.0,Pending Review,Minor defects detected
810,1539,1437,2024-03-08,1539.0,Failed,Freshness level acceptable
811,593,1432,2022-11-06,593.0,Failed,Color and appearance good
812,1343,745,2023-01-07,1343.0,Rejected,Color and appearance good
813,1722,101,2020-02-03,1722.0,Pending Review,Texture and firmness acceptable
814,988,1285,2023-04-09,988.0,Pending Review,Below acceptable threshold
815,168,969,2024-12-25,168.0,Passed,Texture and firmness acceptable
816,108,581,2020-12-06,108.0,Rejected,Below acceptable threshold
817,1793,1758,2020-04-14,1793.0,Rejected,Some spoilage detected
818,1089,1285,2020-09-21,1089.0,Passed,Size and weight within specifications
819,1096,1137,2022-02-22,1096.0,Failed,Freshness level acceptable
820,994,1025,2020-12-11,994.0,Failed,Texture and firmness acceptable
821,819,1145,2021-05-25,819.0,Pending Review,Color and appearance good
822,702,902,2023-04-29,702.0,Passed,Product quality meets standards
823,1092,1500,2021-02-25,1092.0,Rejected,Size and weight within specifications
824,265,1792,2022-03-01,265.0,Conditional Pass,Premium grade quality
825,1505,1760,2024-01-16,1505.0,Passed,Freshness level acceptable
826,515,1512,2022-08-11,515.0,Conditional Pass,Requires further inspection
827,1017,895,2020-12-02,1017.0,Conditional Pass,Temperature control maintained
828,1992,1684,2020-09-07,1992.0,Rejected,Temperature control maintained
829,767,1210,2021-12-14,767.0,Conditional Pass,Meets organic certification standards
830,1289,344,2022-03-05,1289.0,Conditional Pass,Requires further inspection
831,579,1248,2020-06-22,579.0,Pending Review,Packaging integrity maintained
832,1453,1909,2023-09-17,1453.0,Passed,Minor defects detected
833,559,246,2022-06-10,559.0,Conditional Pass,Meets organic certification standards
834,411,592,2020-07-03,411.0,Rejected,Standard grade quality
835,976,1281,2020-10-02,976.0,Conditional Pass,Minor defects detected
836,271,808,2023-01-05,271.0,Conditional Pass,Packaging integrity maintained
837,907,470,2020-05-04,907.0,Conditional Pass,Product quality meets standards
838,417,1547,2020-11-30,417.0,Conditional Pass,Freshness level acceptable
839,617,365,2024-07-08,617.0,Conditional Pass,Packaging integrity maintained
840,1448,44,2023-11-27,1448.0,Conditional Pass,Some spoilage detected
841,1693,1294,2021-01-15,1693.0,Pending Review,Some spoilage detected
842,1521,1457,2024-02-29,1521.0,Passed,Temperature control maintained
843,734,263,2023-05-30,734.0,Passed,Color and appearance good
844,110,1089,2020-09-03,110.0,Passed,Freshness level acceptable
